于光福	63	75.7	138.7
于光滨	64	72.6	136.6
于村光	22	79.9	101.9
于光彪	65.5	70.1	135.6
于紫光	63.5	70.4	133.9
于光承	64	72.3	136.3
于塞光	61	74.6	135.6
于亦光	22	77.3	99.3
于伯光	62	79.9	141.9
于光涪	62.5	81.3	143.8
于光亿	22	82.2	104.2
于暄光	61	74.6	135.6
于光震	62	82.2	144.2
于光振	25.5	70.1	95.6
于光壁	22	74.2	96.2
于光政	24	72.3	96.3
于光均	22	81.3	103.3
于光罡	65.5	70.1	135.6
于先光	62	77.3	139.3
于瑞光	62	79.4	141.4
于才光	62	81.5	143.5
于光乾	25.5	70.1	95.6
于光木	23	76.3	99.3
于思光	62	87.6	149.6
于略光	23.5	70.4	93.9
于光绽	23	75.7	98.7
于光哲	25	71.3	96.3
于光正	62	72.4	134.4
于光缜	62	74.2	136.2
于光睿	63	75.7	138.7
于潘光	62	72.8	134.8
于菊光	22	79.4	101.4
于光照	23	66.6	89.6
于光墉	23	75.7	98.7
于光缤	65	75.0	140.0
于光昭	24	82.0	106.0
于淀光	62	69.0	131.0
于廷光	22	79.9	101.9
于光富	62.5	81.3	143.8
于旨光	22	77.3	99.3
于光珑	25.5	70.8	96.3
于峰光	63	79.6	142.6
于杰光	20.5	91.3	111.8
于洳光	63	79.6	142.6
于亿光	21	87.5	108.5
于凡光	61	74.9	135.9
于光崊	25	71.5	96.5
于光槐	23	75.7	98.7
于光蕃	24	72.6	96.6
于谱光	63	82.8	145.8
于月光	22	81.5	103.5
于冬光	21	77.0	98.0
于柬光	22	87.6	109.6
于光蒂	22	82.2	104.2
于松光	22	85.5	107.5
于光绮	23	75.7	98.7
于光楹	23	66.6	89.6
于光榛	23	75.7	98.7
于淼光	60.5	91.3	151.8
于棣光	20.5	91.3	111.8
于光榭	23	75.7	98.7
于光昆	24	72.3	96.3
于舜光	60.5	91.3	151.8
于光易	24	72.3	96.3
于壮光	62	79.9	141.9
于光楠	23	66.6	89.6
于泊光	62	87.6	149.6
于镇光	62	85.5	147.5
于光琪	23	66.6	89.6
于光柿	24	72.3	96.3
于漆光	61	87.5	148.5
于光棣	22.5	81.3	103.8
于潍光	62	85.5	147.5
于奕光	22	87.6	109.6
于光敖	25.5	70.1	95.6
于澄光	62	72.8	134.8
于涪光	60.5	91.3	151.8
于离光	22	78.1	100.1
于艺光	23.5	78.6	102.1
于光榕	23	75.7	98.7
于光积	22	74.2	96.2
于光槿	22	82.2	104.2
于光曦	25	75.0	100.0
于光基	25.5	70.1	95.6
于树光	22	72.8	94.8
于颍光	61	87.5	148.5
于光明	64	72.3	136.3
于簿光	62	78.1	140.1
于维光	22	79.4	101.4
于菱光	22	79.4	101.4
于光晃	25	71.3	96.3
于泉光	62	87.6	149.6
于光皓	22.5	81.3	103.8
于光霖	62	74.2	136.2
于同光	22	77.3	99.3
于光辉	62	82.2	144.2
于利光	22	79.9	101.9
于均光	22	79.9	101.9
于光军	24	82.0	106.0
于光昂	24	72.3	96.3
于演光	61	87.5	148.5
于光绣	64	72.6	136.6
于言光	22	79.9	101.9
于伟光	23.5	70.4	93.9
于光等	22.5	81.3	103.8
于光荐	24	74.0	98.0
于朴光	22	72.8	94.8
于光登	22.5	81.3	103.8
于光昀	24	72.3	96.3
于光德	22	82.2	104.2
于治光	62	87.6	149.6
于润光	62	72.8	134.8
于光山	23	69.7	92.7
于光絮	62.5	81.3	143.8
于纲光	22	79.4	101.4
于光旭	22	77.3	99.3
